filename,rating
75_0_0_20170117192218987.jpg.chip.jpg,1
80_0_0_20170111205626183.jpg.chip.jpg,1
75_0_1_20170111205805911.jpg.chip.jpg,1
81_0_0_20170111222241614.jpg.chip.jpg,1
81_0_0_20170111222450939.jpg.chip.jpg,1
88_1_0_20170110183140329.jpg.chip.jpg,3
73_1_0_20170110131519640.jpg.chip.jpg,5
80_0_0_20170111211324676.jpg.chip.jpg,1
80_1_0_20170110154556609.jpg.chip.jpg,5
76_0_0_20170111210148707.jpg.chip.jpg,1
85_1_0_20170110183616456.jpg.chip.jpg,5
89_1_3_20170110183718790.jpg.chip.jpg,3
80_0_0_20170111211457352.jpg.chip.jpg,1
80_0_0_20170111211335909.jpg.chip.jpg,1
80_0_0_20170111210128898.jpg.chip.jpg,1
96_1_0_20170110172637082.jpg.chip.jpg,3
75_0_0_20170111205635250.jpg.chip.jpg,1
95_1_0_20170110175711811.jpg.chip.jpg,4
77_0_1_20170117173757948.jpg.chip.jpg,1
96_1_0_20170110182515404.jpg.chip.jpg,3
89_1_2_20170110182930160.jpg.chip.jpg,4
73_1_0_20170110182146582.jpg.chip.jpg,5
85_1_2_20170110183530796.jpg.chip.jpg,5
110_1_1_20170110155201038.jpg.chip.jpg,3
77_0_0_20170111211341479.jpg.chip.jpg,1
75_0_3_20170111202756116.jpg.chip.jpg,1
75_0_0_20170117173011522.jpg.chip.jpg,1
78_0_0_20170111222218304.jpg.chip.jpg,1
82_1_1_20170112224554283.jpg.chip.jpg,3
90_0_0_20170111210057456.jpg.chip.jpg,1
80_0_1_20170111205423680.jpg.chip.jpg,1
72_1_0_20170110183657201.jpg.chip.jpg,5
78_0_0_20170111171747679.jpg.chip.jpg,1
99_1_2_20170117195405372.jpg.chip.jpg,4
90_0_0_20170111210753614.jpg.chip.jpg,1
75_1_0_20170110154312939.jpg.chip.jpg,5
75_0_2_20170112220538967.jpg.chip.jpg,3
75_1_1_20170105003534605.jpg.chip.jpg,4
91_0_1_20170117194736477.jpg.chip.jpg,1
88_1_3_20170110182318688.jpg.chip.jpg,5
83_0_0_20170117195413882.jpg.chip.jpg,1
85_1_1_20170110183033556.jpg.chip.jpg,4
116_1_3_20170120134744096.jpg.chip.jpg,4
83_0_0_20170111211106903.jpg.chip.jpg,1
95_1_2_20170110182531150.jpg.chip.jpg,4
78_0_1_20170117193425610.jpg.chip.jpg,1
95_1_2_20170120225327083.jpg.chip.jpg,4
92_1_2_20170110182855209.jpg.chip.jpg,4
82_0_2_20170112224626730.jpg.chip.jpg,1
79_0_2_20170112224730972.jpg.chip.jpg,1
71_0_0_20170120225501322.jpg.chip.jpg,1
86_1_2_20170112224133563.jpg.chip.jpg,4
72_0_0_20170111210622013.jpg.chip.jpg,1
85_1_0_20170110183614616.jpg.chip.jpg,4
85_1_0_20170110141034090.jpg.chip.jpg,5
83_0_2_20170112224652531.jpg.chip.jpg,1
84_0_0_20170111211153326.jpg.chip.jpg,1
84_0_1_20170117192953555.jpg.chip.jpg,1
82_0_0_20170111211328431.jpg.chip.jpg,1
72_1_0_20170110120829664.jpg.chip.jpg,5
75_0_3_20170112224225939.jpg.chip.jpg,1
75_1_1_20170110182126367.jpg.chip.jpg,5
72_1_0_20170110182012800.jpg.chip.jpg,5
84_1_4_20170105001517613.jpg.chip.jpg,4
110_0_0_20170112213500903.jpg.chip.jpg,1
72_1_0_20170110173128700.jpg.chip.jpg,5
90_0_0_20170111222149759.jpg.chip.jpg,1
75_0_0_20170111210835093.jpg.chip.jpg,1
85_1_3_20170110183506044.jpg.chip.jpg,4
81_1_0_20170110140600243.jpg.chip.jpg,5
73_0_1_20170117195312638.jpg.chip.jpg,1
90_0_0_20170111211332406.jpg.chip.jpg,1
90_0_0_20170111210403969.jpg.chip.jpg,1
77_0_0_20170111222228671.jpg.chip.jpg,1
80_1_0_20170110182353061.jpg.chip.jpg,5
83_1_0_20170120230224530.jpg.chip.jpg,5
81_0_0_20170111222146910.jpg.chip.jpg,1
89_1_0_20170110183446677.jpg.chip.jpg,5
74_0_0_20170111222650857.jpg.chip.jpg,1
75_0_0_20170111203855367.jpg.chip.jpg,1
100_0_0_20170112215240346.jpg.chip.jpg,1
72_1_0_20170110153733573.jpg.chip.jpg,5
72_1_0_20170110132145439.jpg.chip.jpg,5
90_0_2_20170111210740854.jpg.chip.jpg,3
80_1_0_20170110154540002.jpg.chip.jpg,5
70_1_0_20170117155916072.jpg.chip.jpg,5
85_1_0_20170110184107806.jpg.chip.jpg,5
77_1_0_20170110140346806.jpg.chip.jpg,5
77_0_2_20170112224733518.jpg.chip.jpg,1
80_1_4_20170110184132973.jpg.chip.jpg,5
71_1_0_20170110160644048.jpg.chip.jpg,5
85_1_0_20170110184001159.jpg.chip.jpg,5
82_0_0_20170111210217828.jpg.chip.jpg,1
75_1_0_20170110183152937.jpg.chip.jpg,5
72_1_2_20170110181718497.jpg.chip.jpg,4
76_1_2_20170110182935621.jpg.chip.jpg,3
75_0_1_20170111210049339.jpg.chip.jpg,1
85_1_0_20170110181049060.jpg.chip.jpg,4
90_0_2_20170111223901221.jpg.chip.jpg,1
81_1_0_20170120230502538.jpg.chip.jpg,3
95_1_2_20170112224548347.jpg.chip.jpg,3
75_0_0_20170111205739880.jpg.chip.jpg,1
100_1_2_20170112213615815.jpg.chip.jpg,3
90_0_0_20170111211402785.jpg.chip.jpg,1
96_1_2_20170110182504813.jpg.chip.jpg,3
85_1_3_20170110183438488.jpg.chip.jpg,3
80_0_0_20170111224036667.jpg.chip.jpg,1
85_0_0_20170111211348840.jpg.chip.jpg,1
89_1_0_20170110183554182.jpg.chip.jpg,3
84_1_0_20170120230452282.jpg.chip.jpg,4
80_1_0_20170110154249092.jpg.chip.jpg,5
85_1_1_20170110182031363.jpg.chip.jpg,4
85_1_2_20170110183021416.jpg.chip.jpg,4
80_1_0_20170110131652409.jpg.chip.jpg,5
85_1_0_20170120225733929.jpg.chip.jpg,3
90_1_2_20170110183630709.jpg.chip.jpg,4
76_1_0_20170110131747399.jpg.chip.jpg,5
71_1_0_20170110143306064.jpg.chip.jpg,5
85_1_2_20170110175723033.jpg.chip.jpg,4
77_1_0_20170110132442352.jpg.chip.jpg,5
80_0_0_20170111205921074.jpg.chip.jpg,1
70_0_1_20170120225116936.jpg.chip.jpg,1
82_0_0_20170111222357343.jpg.chip.jpg,1
85_0_1_20170111211354288.jpg.chip.jpg,1
110_1_3_20170110155139762.jpg.chip.jpg,3
88_0_0_20170120230341067.jpg.chip.jpg,1
75_1_1_20170113013039564.jpg.chip.jpg,5
89_0_0_20170111205835604.jpg.chip.jpg,1
71_1_0_20170110131635408.jpg.chip.jpg,5
81_0_0_20170111201206317.jpg.chip.jpg,1
90_1_2_20170111205444634.jpg.chip.jpg,3
70_1_0_20170110180429816.jpg.chip.jpg,5
96_1_2_20170110182526540.jpg.chip.jpg,4
85_0_2_20170111211021687.jpg.chip.jpg,1
75_0_0_20170111203916648.jpg.chip.jpg,1
85_1_0_20170120230116817.jpg.chip.jpg,5
72_1_0_20170110153242401.jpg.chip.jpg,5
82_0_2_20170111210110290.jpg.chip.jpg,1
88_1_0_20170110183704246.jpg.chip.jpg,3
90_0_0_20170111205428761.jpg.chip.jpg,1
78_0_0_20170111223343146.jpg.chip.jpg,1
82_0_0_20170111223748572.jpg.chip.jpg,1
90_0_0_20170111210151491.jpg.chip.jpg,1
85_0_0_20170111210640890.jpg.chip.jpg,1
78_0_1_20170111222209093.jpg.chip.jpg,1
76_0_0_20170111210806003.jpg.chip.jpg,1
76_1_2_20170110143551965.jpg.chip.jpg,5
77_0_2_20170112224640564.jpg.chip.jpg,1
82_0_2_20170111210612356.jpg.chip.jpg,1
75_0_0_20170111204722982.jpg.chip.jpg,1
80_0_1_20170111205621738.jpg.chip.jpg,1
85_0_1_20170111210022765.jpg.chip.jpg,1
90_0_1_20170111210246547.jpg.chip.jpg,1
86_1_2_20170112215418656.jpg.chip.jpg,3
85_0_0_20170111210017033.jpg.chip.jpg,1
75_0_0_20170111205133334.jpg.chip.jpg,1
75_0_0_20170117191812939.jpg.chip.jpg,1
75_0_0_20170111200622706.jpg.chip.jpg,1
85_0_0_20170111205957066.jpg.chip.jpg,1
103_0_2_20170112213001988.jpg.chip.jpg,1
85_1_0_20170110184045236.jpg.chip.jpg,4
89_1_2_20170112224524948.jpg.chip.jpg,3
80_1_0_20170110141751087.jpg.chip.jpg,5
85_1_2_20170110181640900.jpg.chip.jpg,4
85_0_2_20170112224655914.jpg.chip.jpg,1
82_0_0_20170111210717906.jpg.chip.jpg,1
78_1_0_20170120230523930.jpg.chip.jpg,4
73_1_0_20170110141108353.jpg.chip.jpg,5
85_1_0_20170110182404089.jpg.chip.jpg,5
70_0_1_20170109150936134.jpg.chip.jpg,1
85_1_0_20170110180531278.jpg.chip.jpg,4
77_0_0_20170111222408207.jpg.chip.jpg,1
90_0_0_20170111211415063.jpg.chip.jpg,1
89_1_0_20170110182452888.jpg.chip.jpg,5
82_1_1_20170110154342872.jpg.chip.jpg,5
87_1_0_20170110181045529.jpg.chip.jpg,5
79_0_0_20170111222200062.jpg.chip.jpg,1
